,tick,num_streak,streak_start_date,streak_end_date,payout_period,lastest_amount,incremental_percentage,number_survive_proof,latest_survive_streak,number_survive_years
1088,TMUS,1,05/01/2013,05/01/2013,0.0,4.0491,0.0,0,2013,9
1089,OXSQZ,12,07/12/2019,04/13/2022,2.75,0.390625,0.0,1,2019,3
1090,BOTJ,34,06/17/2014,06/02/2022,2.823529411764706,0.07,75.00000000000003,1,2014,8
1091,KLAC,70,04/28/2005,05/13/2022,2.9285714285714284,1.05,3200.0,2,2005,17
1092,FTAIN,5,05/28/2021,05/31/2022,2.4,0.51563,12.501909104793498,0,2021,1
1093,ZION,134,12/27/1988,05/18/2022,2.9925373134328357,0.38,300.0,4,1988,34
1094,ABST,7,11/12/2020,05/11/2022,2.5714285714285716,0.06173,10.200000000000003,1,2020,2
1095,QCOM,78,03/12/2003,06/01/2022,2.9615384615384617,0.75,42.85714285714283,2,2003,19
1096,MAT,27,02/22/2011,08/21/2017,2.962962962962963,0.15,34.78260869565216,0,2011,22
1097,INVA,5,08/26/2014,09/08/2015,2.6,0.25,0.0,0,2014,8
1098,PFIS,97,11/16/1998,05/27/2022,2.9072164948453607,0.39,2207.6923076923076,3,1998,24
1099,FTAIO,10,03/06/2020,05/31/2022,2.6,0.5,0.0,1,2020,2
1100,NLSN,36,08/26/2013,06/01/2022,2.9444444444444446,0.06,25.0,1,2013,9
1101,IVZ,37,08/19/2013,05/09/2022,2.8378378378378377,0.188,11.111111111111114,1,2013,9
1102,RHI,36,08/22/2013,05/24/2022,2.9166666666666665,0.43,16.666666666666686,1,2013,9
1103,AFCG,5,06/14/2021,06/29/2022,2.4,0.56,16.279069767441868,0,2021,1
1104,WINA,50,05/10/2010,05/10/2022,2.88,0.7,16666.666666666668,1,2010,12
1105,HAYN,51,12/01/2009,05/31/2022,2.9215686274509802,0.22,10.0,1,2009,13
1106,PCB,16,08/30/2018,05/12/2022,2.8125,0.15,66.66666666666669,1,2018,4
1107,NTRS,135,12/05/1988,06/09/2022,2.977777777777778,0.7,30.952380952380963,4,1988,34
1108,STEP,6,03/18/2021,06/14/2022,2.5,0.2,114.28571428571428,0,2021,1
1109,CZNC,56,07/01/2008,04/29/2022,3.017857142857143,0.28,37.03703703703704,2,2008,23
1110,APA,85,11/28/2001,07/21/2022,2.929411764705882,0.125,150.0,3,2001,22
1111,PATK,10,03/06/2020,05/27/2022,2.9,0.33,17.857142857142847,1,2020,27
1112,BBBY,16,06/15/2016,03/12/2020,2.8125,0.17,20.0,1,2016,6
1113,VIA,31,11/25/2014,05/31/2022,2.903225806451613,0.18125,50.79034941763726,1,2014,8
1114,CSCO,37,07/01/2013,07/05/2022,3.0,0.38,23.80952380952381,1,2013,11
1115,BAFN,2,02/28/2022,05/31/2022,1.5,0.08,0.0,0,2022,0
1116,BKSC,37,07/03/2013,07/01/2022,3.0,0.17,76.9230769230769,1,2013,33
1117,PVH,2,03/10/2022,06/07/2022,3.5,0.038,0.0,0,2022,9
1118,RICK,26,03/08/2016,06/14/2022,2.8846153846153846,0.05,33.33333333333334,1,2016,6
1119,HTBI,15,11/20/2018,05/18/2022,2.8,0.09,16.666666666666686,1,2018,4
1120,SSNC,31,11/26/2014,05/31/2022,2.903225806451613,0.2,25.0,1,2014,8
1121,FNWD,3,12/28/2021,06/23/2022,2.0,0.31,0.0,0,2021,1
1122,WRB,36,09/06/2013,06/24/2022,2.9166666666666665,0.6,769.230769230769,1,2013,9
1123,WEYS,36,08/28/2013,05/26/2022,3.0,0.24,5.555555555555557,1,2013,34
1124,UNTY,36,09/12/2013,06/09/2022,3.0,0.11,100.0,1,2013,24
1125,CHD,36,08/08/2013,05/13/2022,2.9166666666666665,0.262,14.736842105263165,1,2013,9
1126,CPLP,61,08/02/2007,05/05/2022,2.901639344262295,0.15,31499900.0,2,2007,15
1127,TRS,3,11/02/2021,05/04/2022,2.0,0.04,0.0,0,2021,1
1128,CVX,36,08/15/2013,05/18/2022,2.9166666666666665,1.42,8.403361344537814,1,2013,9
1129,ZD,32,08/31/2011,05/17/2019,2.90625,0.455,3.3333333333333286,0,2011,11
1130,UMPQ,7,11/19/2020,05/13/2022,3.0,0.21,0.0,1,2020,24
1131,ZBH,29,05/13/2015,06/24/2022,2.9310344827586206,0.24,9.090909090909093,1,2015,7
1132,MBWM,39,02/06/2013,06/02/2022,2.948717948717949,0.31,1566.6666666666667,1,2013,19
1133,BBSI,63,11/28/2006,05/19/2022,2.9523809523809526,0.3,38.46153846153845,2,2006,16
1134,FFWM,14,02/28/2019,05/05/2022,2.7857142857142856,0.11,40.0,1,2019,3
1135,UHS,5,06/01/2021,05/31/2022,2.8,0.2,0.0,0,2021,9
1136,FDS,36,08/28/2013,05/27/2022,2.9166666666666665,0.89,14.285714285714278,1,2013,9
1137,SELF,26,03/11/2016,06/14/2022,2.8846153846153846,0.065,0.0,1,2016,6
1138,FSBC,4,07/12/2021,05/06/2022,2.5,0.15,0.0,0,2021,1
1139,EBIX,33,05/28/2014,06/02/2022,3.0303030303030303,0.075,0.0,1,2014,11
1140,ACNB,57,05/28/2008,05/31/2022,3.0,0.26,15.0,2,2008,24
1141,TSCO,50,03/11/2010,05/24/2022,2.92,0.92,76.9230769230769,1,2010,12
1142,ALGT,22,03/02/2015,02/28/2020,2.8181818181818183,0.7,450.0,1,2015,12
1143,FHB,23,11/23/2016,05/20/2022,2.869565217391304,0.26,10.0,1,2016,6
1144,CCMP,24,06/21/2016,03/22/2022,3.0,0.46,100.0,1,2016,10
1145,SBSI,64,08/29/2006,05/18/2022,3.0,0.34,165.0,2,2006,24
1146,FBHS,36,08/27/2013,05/26/2022,2.9166666666666665,0.28,20.0,1,2013,9
1147,SIRI,22,02/03/2017,05/05/2022,3.0,0.0219615,1138.3557589417846,1,2017,0
1148,AATC,5,05/07/2021,05/20/2022,2.4,0.12,0.0,0,2021,1
1149,CATY,126,01/07/1991,05/26/2022,2.984126984126984,0.34,400.0,3,1991,31
1150,ALOT,117,05/10/1991,03/25/2020,2.9572649572649574,0.07,50.0,3,1991,31
1151,OXLCZ,4,03/14/2022,12/14/2022,2.25,0.3125,15.384616804733753,0,2022,0
1152,XEL,45,06/21/2011,06/14/2022,3.0,0.4875,7.142857142857139,1,2011,22
1153,A,37,06/28/2013,07/01/2022,2.945945945945946,0.21,15.0,1,2013,9
1154,AJG,36,08/30/2013,06/02/2022,2.9444444444444446,0.51,6.666666666666657,1,2013,9
1155,TOWN,62,03/29/2007,06/29/2022,3.0,0.23,15.0,2,2007,19
1156,SHEN,1,11/05/2021,11/05/2021,3.0,0.07,-99.62666666666667,0,2021,22
1157,FITB,135,12/23/1988,06/29/2022,2.977777777777778,0.3,500.0,4,1988,34
1158,BCBP,61,04/20/2007,04/29/2022,2.9836065573770494,0.16,20.0,2,2007,16
1159,COWN,10,02/28/2020,05/31/2022,2.7,0.12,100.0,1,2020,2
1160,AIMC,41,06/14/2012,06/16/2022,2.926829268292683,0.09,50.0,1,2012,10
1161,VNOM,31,11/19/2014,05/11/2022,2.903225806451613,0.67,233.33333333333337,1,2014,8
1162,PPL,37,06/06/2013,06/17/2022,2.918918918918919,0.225,12.5,1,2013,9
1163,NUE,37,06/26/2013,06/29/2022,2.918918918918919,0.5,23.456790123456784,1,2013,9
1164,LINC,17,12/13/2010,12/11/2014,2.823529411764706,0.02,0.0,0,2010,12
1165,CASY,129,07/26/1990,07/29/2022,2.9767441860465116,0.38,40.0,4,1990,32
1166,EL,7,11/27/2020,05/27/2022,3.0,0.6,13.20754716981132,1,2020,9
1167,VLGEA,66,03/28/2006,07/06/2022,3.015151515151515,0.25,971.4285714285713,2,2006,34
1168,PCH,52,03/03/2010,06/02/2022,2.8846153846153846,0.44,809.0909090909091,1,2010,22
1169,UTMD,72,09/14/2004,06/16/2022,3.0,0.29,601.7543859649123,2,2004,29
1170,BLKB,61,02/10/2005,02/27/2020,2.9508196721311477,0.12,40.0,2,2005,17
1171,WAFD,134,12/29/1988,05/19/2022,2.9925373134328357,0.24,185.71428571428567,4,1988,34
1172,UCBI,32,09/12/2014,06/14/2022,3.0,0.21,66.66666666666669,1,2014,20
1173,UMBF,81,06/06/2002,06/09/2022,3.0,0.37,15.625,2,2002,33
1174,SGC,7,11/13/2020,05/23/2022,3.0,0.14,20.0,1,2020,23
1175,ADM,36,08/20/2013,05/17/2022,2.9166666666666665,0.4,26.315789473684205,1,2013,9
1176,LBC,18,02/02/2018,05/05/2022,2.8333333333333335,0.12,283.33333333333337,1,2018,4
1177,MBINO,12,09/12/2019,06/14/2022,2.75,0.375,109.30193618244431,1,2019,3
1178,TCPC,41,06/13/2012,06/15/2022,2.926829268292683,0.3,14.285714285714292,1,2012,10
1179,PLUS,1,12/13/2012,12/13/2012,0.0,2.5,0.0,0,2012,10
1180,SOHON,3,06/28/2019,12/30/2019,2.0,0.515625,23.28742557922675,0,2019,3
1181,OXSQL,21,06/13/2017,06/14/2022,2.857142857142857,0.40625,15.384613199817963,1,2017,5
1182,RRBI,10,03/13/2020,06/10/2022,2.7,0.07,16.666666666666686,1,2020,2
1183,FUNC,16,07/13/2018,04/14/2022,3.0,0.15,44.44444444444446,1,2018,30
1184,USLM,34,05/28/2014,05/26/2022,2.911764705882353,0.2,3862.9629629629626,1,2014,27
1185,NTIC,5,05/04/2021,05/03/2022,3.0,0.07,7.692307692307708,0,2021,23
1186,SLRC,52,03/16/2010,06/22/2022,2.826923076923077,0.136667,76.47058823529412,1,2010,12
1187,GIGM,1,04/01/2002,04/01/2002,0.0,2.0,0.0,0,2002,20
1188,AEIS,6,02/19/2021,05/20/2022,2.5,0.1,0.0,0,2021,1
1189,FNHC,32,01/31/2013,11/13/2020,3.0,0.09,50.0,1,2013,22
1190,FRST,43,02/09/2012,05/12/2022,2.86046511627907,0.1,375.0,1,2012,10
1191,QCRH,26,03/16/2016,06/16/2022,3.0,0.06,25.0,1,2016,20
1192,EQR,37,06/20/2013,06/24/2022,2.918918918918919,0.625,595.2380952380952,1,2013,9
1193,GLAD,234,12/26/2001,06/21/2022,1.0512820512820513,0.0675,16.66666666666667,3,2001,21
1194,RUTH,1,05/18/2022,05/18/2022,3.0,0.14,16.666666666666686,0,2022,9
1195,FAT,5,06/11/2021,05/13/2022,2.6,0.13,0.0,0,2021,4
1196,HAFC,35,12/05/2013,05/06/2022,3.0,0.22,66.66666666666669,1,2013,19
1197,BJRI,10,11/10/2017,03/09/2020,2.8,0.13,9.090909090909093,1,2017,5
1198,QIWI,3,06/21/2021,12/03/2021,2.6666666666666665,0.3,36.363636363636374,0,2021,9
1199,BBY,37,06/07/2013,06/13/2022,2.918918918918919,0.88,217.39130434782606,1,2013,9
1200,FMNB,96,12/09/1998,06/09/2022,2.9375,0.16,100.0,3,1998,24
1201,HMNF,1,05/16/2022,05/16/2022,3.0,0.06,0.0,0,2022,24
1202,MLCO,26,04/02/2014,02/28/2020,2.6923076923076925,0.16512,3418.0327868852464,1,2014,8
1203,FARM,91,10/17/1988,01/26/2011,2.934065934065934,0.06,20.0,3,1988,34
1204,VIRT,28,08/28/2015,05/31/2022,2.892857142857143,0.24,0.0,1,2015,7
1205,METC,2,02/28/2022,05/31/2022,1.5,0.1129,-1.4210854715202004e-14,0,2022,0
1206,ADSK,61,03/05/1990,03/22/2005,3.0,0.015,20.0,2,1990,33
1207,ETN,10,04/13/2020,05/12/2022,2.6,0.81,6.578947368421055,1,2020,9
1208,HBT,10,02/07/2020,05/09/2022,2.7,0.16,6.666666666666671,1,2020,2
1209,BPOP,27,12/18/2015,06/01/2022,3.0,0.55,66.66666666666669,1,2015,34
1210,AVT,35,11/29/2013,06/07/2022,3.0,0.26,9.090909090909093,1,2013,22
1211,ASTL,2,02/25/2022,06/24/2022,2.0,0.05,0.0,0,2022,0
1212,PLAY,6,09/24/2018,01/09/2020,2.6666666666666665,0.16,6.666666666666671,1,2018,4
1213,DMRC,9,05/09/2012,05/01/2014,2.6666666666666665,0.11,0.0,0,2012,10
1214,LMAT,46,03/18/2011,05/16/2022,2.9130434782608696,0.125,27.272727272727295,1,2011,11
1215,VLYPO,20,09/14/2017,06/14/2022,2.85,0.34375,55.17225813441189,1,2017,5
1216,TCFC,38,03/14/2013,07/11/2022,3.0,0.175,25.0,1,2013,0
1217,SYY,37,07/02/2013,06/30/2022,2.891891891891892,0.49,15.384615384615387,1,2013,9
1218,ESS,37,06/26/2013,06/29/2022,2.918918918918919,2.2,11.111111111111114,1,2013,9
1219,SBUX,49,04/05/2010,05/12/2022,2.9591836734693877,0.49,30.769230769230774,1,2010,12
1220,VBFC,3,11/05/2021,06/02/2022,2.3333333333333335,0.14,0.0,0,2021,1
1221,TECH,55,10/30/2008,05/13/2022,2.963636363636364,0.32,7.142857142857139,2,2008,14
1222,FRME,118,06/01/1993,06/02/2022,2.9745762711864407,0.32,200.0,3,1993,33
1223,TTEK,33,05/14/2014,05/12/2022,2.909090909090909,0.23,25.0,1,2014,8
1224,KBAL,135,12/19/1988,06/23/2022,2.977777777777778,0.09,16.666666666666686,4,1988,34
1225,MKTX,52,11/06/2009,05/03/2022,2.8846153846153846,0.7,1081.8181818181818,1,2009,13
1226,GRMN,25,12/12/2016,09/14/2022,2.88,0.73,9.836065573770497,1,2016,9
1227,CLMT,40,04/28/2006,01/29/2016,2.925,0.685,50.0,1,2006,16
1228,SPPI,1,12/18/2012,12/18/2012,0.0,0.15,0.0,0,2012,10
1229,FSV,29,06/26/2015,06/29/2022,2.896551724137931,0.2025,11.36363636363636,1,2015,7
1230,CHI,235,08/15/2002,06/10/2022,1.0127659574468084,0.095,303.1333333333333,2,2002,0
1231,BLMN,1,05/10/2022,05/10/2022,2.0,0.14,0.0,0,2022,7
1232,BLK,37,08/29/2013,06/03/2022,2.864864864864865,4.88,4187.671232876713,1,2013,9
1233,PBIP,32,09/03/2014,06/06/2022,3.0,0.07,900.0,1,2014,17
1234,TAIT,24,08/11/2016,05/12/2022,3.0,0.145,222.22222222222217,1,2016,15
1235,CMS,36,07/31/2013,05/05/2022,2.9444444444444446,0.46,7.419354838709694,1,2013,9
1236,UBFO,20,07/05/2017,04/05/2022,2.95,0.11,40.0,1,2017,24
1237,OCSL,103,09/03/2009,06/14/2022,1.5242718446601942,0.165,525.0,1,2009,14
1238,SNCRL,4,07/14/2021,04/13/2022,2.25,0.523438,200.00028083581554,0,2021,1
1239,FLXS,136,12/15/1988,06/28/2022,2.9558823529411766,0.15,100.0,4,1988,34
1240,ADTN,76,07/29/2003,05/18/2022,2.973684210526316,0.09,12.5,2,2003,19
1241,CWBC,31,11/06/2014,05/12/2022,3.032258064516129,0.075,50.0,1,2014,24
1242,TRST,136,12/05/1988,06/02/2022,2.9558823529411766,0.35,399.99999999999994,4,1988,34
1243,GCBC,59,11/13/2007,05/12/2022,3.0,0.13,114.2857142857143,2,2007,22
1244,FFIN,115,12/13/1993,06/15/2022,2.973913043478261,0.17,16.66666666666667,3,1993,29
1245,EXPI,4,08/13/2021,05/13/2022,2.25,0.04,0.0,0,2021,1
1246,PSA,36,09/11/2013,06/14/2022,2.9166666666666665,2.0,21.42857142857143,1,2013,9
1247,NWBI,110,01/25/1995,05/04/2022,2.981818181818182,0.2,391.3043478260869,3,1995,27
1248,EBMT,87,11/01/2000,05/12/2022,3.0,0.125,42.85714285714283,3,2000,34
1249,DSGR,97,12/27/1988,06/29/2012,2.9072164948453607,0.12,100.0,3,1988,34
1250,GS,36,08/28/2013,05/31/2022,2.9166666666666665,2.0,60.0,1,2013,9
1251,IDCC,47,01/10/2011,07/12/2022,2.9361702127659575,0.35,1500.0,1,2011,11
1252,BWA,36,08/01/2013,05/31/2022,2.9166666666666665,0.17,21.428571428571416,1,2013,9
1253,UDR,37,07/08/2013,07/08/2022,2.918918918918919,0.38,10.63829787234043,1,2013,9
1254,MDLZ,83,12/20/2001,06/29/2022,2.963855421686747,0.35,20.0,3,2001,21
1255,RMCF,67,08/28/2003,02/27/2020,2.955223880597015,0.12,33.33333333333334,2,2003,0
1256,HROWL,3,10/14/2021,04/13/2022,2.0,0.5390625,0.0,0,2021,1
1257,APOG,99,10/24/1997,05/09/2022,3.0,0.22,13.63636363636364,3,1997,34
1258,VERU,18,01/27/2010,04/28/2014,2.8333333333333335,0.07,20.0,0,2010,12
1259,CTVA,12,07/30/2019,05/12/2022,2.8333333333333335,0.14,7.692307692307708,1,2019,3
1260,GNTX,76,10/01/2003,07/07/2022,2.960526315789474,0.12,14.285714285714278,2,2003,19
1261,GLBS,1,05/23/2012,05/23/2012,2.0,0.085,-46.875,0,2012,12
1262,AGNCM,14,03/29/2019,06/30/2022,2.7857142857142856,0.4296875,130.76664876476906,1,2019,3
1263,DE,37,06/26/2013,06/29/2022,2.918918918918919,1.13,18.421052631578945,1,2013,9
1264,GLDD,21,11/15/2007,12/19/2012,2.9047619047619047,0.25,1090.4761904761904,1,2007,15
1265,BPYPO,11,11/29/2019,05/31/2022,2.727272727272727,0.3984375,0.0,1,2019,3
1266,ATO,36,08/22/2013,05/20/2022,2.9166666666666665,0.68,9.523809523809504,1,2013,9
1267,FDUS,47,09/08/2011,06/09/2022,2.74468085106383,0.43,875.0,1,2011,11
1268,RFIL,39,12/29/2010,03/30/2020,2.923076923076923,0.02,900.0,1,2010,15
1269,CFFI,98,03/19/1998,06/14/2022,2.9693877551020407,0.4,12.5,3,1998,24
1270,LVS,27,09/18/2013,03/17/2020,2.888888888888889,0.79,42.85714285714286,1,2013,9
1271,STRT,26,12/11/2013,03/12/2020,3.0,0.14,9.090909090909093,1,2013,15
1272,PAHC,32,08/29/2014,05/31/2022,2.90625,0.12,20.0,1,2014,8
1273,GPP,27,11/04/2015,05/05/2022,2.888888888888889,0.445,262.5,1,2015,7
1274,FE,36,08/05/2013,05/05/2022,2.9166666666666665,0.39,5.555555555555557,1,2013,9
1275,REFI,2,03/30/2022,06/29/2022,1.5,0.47,17.5,0,2022,0
