,tick,num_streak,streak_start_date,streak_end_date,payout_period,lastest_amount,incremental_percentage
41,BSRR,92,10/21/1999,04/29/2022,2.967391304347826,$0.23,125.0
42,BKR,19,11/03/2017,05/27/2022,3.0,$0.18,5.882352941176464
43,GLBZ,88,06/30/2000,04/22/2022,3.0113636363636362,$0.10,66.66666666666669
44,SAL,90,12/29/1999,05/12/2022,3.022222222222222,$0.32,192.30769230769232
45,HOFT,85,08/15/2001,06/16/2022,2.976470588235294,$0.20,25.0
46,C,35,10/31/2013,04/29/2022,2.9714285714285715,$0.51,400.0
47,LIN,8,09/02/2020,06/02/2022,3.0,$1.17,10.377358490566039
48,STRA,21,06/01/2017,05/26/2022,2.9523809523809526,$0.60,100.0
49,ABT,36,10/10/2013,07/14/2022,3.0,$0.47,57.14285714285714
50,EBC,5,06/02/2021,06/02/2022,3.0,$0.10,33.33333333333334
51,CFBK,6,01/20/2021,04/13/2022,2.8333333333333335,$0.04,33.33333333333334
52,FANH,17,03/28/2018,04/11/2022,3.0588235294117645,$0.15,25.0
53,BYFC,22,01/05/2005,04/08/2010,2.9545454545454546,$0.01,0.0
54,VALU,135,03/13/1989,04/29/2022,2.962962962962963,$0.25,6900.0
55,JCI,35,12/12/2013,06/17/2022,3.0,$0.35,66.20689655172413
56,ROP,36,10/09/2013,07/07/2022,3.0,$0.62,25.0
57,AUB,66,02/14/2006,05/19/2022,3.015151515151515,$0.28,25.0
58,CAT,36,10/17/2013,07/19/2022,3.0,$1.20,19.767441860465112
59,SJM,35,11/13/2013,05/12/2022,3.0,$0.99,11.940298507462686
60,NBTB,89,05/30/2000,05/31/2022,3.0,$0.28,11.764705882352928
61,BPYPN,8,08/31/2020,05/31/2022,3.0,$0.359375,0.0
62,MAA,36,10/10/2013,07/14/2022,3.0,$1.25,14.995400183992643
63,SEVN,42,12/21/2011,04/22/2022,3.0476190476190474,$0.25,250.0
64,WTW,77,06/26/2003,06/29/2022,3.0,$0.82,54.83870967741936
65,UBSI,134,03/03/1989,06/09/2022,3.0,$0.36,13.333333333333343
66,AMCR,11,11/26/2019,05/24/2022,2.909090909090909,$0.12,2.564102564102555
67,NTES,33,05/23/2014,06/07/2022,3.0303030303030303,$0.322,629.8076923076923
68,MMLP,77,04/30/2003,05/05/2022,3.012987012987013,$0.005,62.49593760155997
69,TILE,61,05/09/2007,06/02/2022,3.0,$0.01,300.0
70,KHC,28,11/12/2015,05/26/2022,2.9285714285714284,$0.40,4.545454545454518
71,RCKY,36,08/23/2013,05/31/2022,3.0,$0.155,16.666666666666686
72,ATCOL,5,10/14/2021,10/13/2022,3.0,$0.445313,0.0
73,OXSQZ,11,10/11/2019,04/13/2022,3.0,$0.390625,0.0
74,BOTJ,33,09/17/2014,06/02/2022,2.909090909090909,$0.07,75.00000000000003
75,KLAC,69,08/11/2005,05/13/2022,2.971014492753623,$1.05,3200.0
76,FTAIN,4,08/31/2021,05/31/2022,3.0,$0.51563,12.501909104793498
77,ZION,133,03/28/1989,05/18/2022,3.0150375939849625,$0.38,300.0
78,ABST,6,02/11/2021,05/11/2022,3.0,$0.06173,10.200000000000003
79,QCOM,77,05/28/2003,06/01/2022,3.0,$0.75,42.85714285714283
80,MAT,27,02/22/2011,08/21/2017,2.962962962962963,$0.15,34.78260869565216
81,INVA,4,11/21/2014,09/08/2015,3.25,$0.25,0.0
82,PFIS,96,02/16/1999,05/27/2022,2.9375,$0.39,2207.6923076923076
83,FTAIO,9,05/29/2020,05/31/2022,2.888888888888889,$0.50,0.0
84,NLSN,35,11/21/2013,06/01/2022,3.0285714285714285,$0.06,25.0
85,IVZ,36,11/15/2013,05/09/2022,2.9166666666666665,$0.188,11.111111111111114
86,RHI,35,11/21/2013,05/24/2022,3.0,$0.43,16.666666666666686
87,AFCG,4,09/29/2021,06/29/2022,3.0,$0.56,16.279069767441868
88,WINA,49,08/09/2010,05/10/2022,2.938775510204082,$0.70,16666.666666666668
89,HAYN,50,02/25/2010,05/31/2022,2.98,$0.22,10.0
90,PCB,15,11/29/2018,05/12/2022,3.0,$0.15,66.66666666666669
91,NTRS,134,03/06/1989,06/09/2022,3.0,$0.70,30.952380952380963
92,STEP,5,06/29/2021,06/14/2022,3.0,$0.20,114.28571428571428
93,CZNC,56,07/01/2008,04/29/2022,3.017857142857143,$0.28,37.03703703703704
94,APA,85,11/28/2001,07/21/2022,2.929411764705882,$0.125,150.0
95,PATK,10,03/06/2020,05/27/2022,2.9,$0.33,17.857142857142847
96,BBBY,15,09/14/2016,03/12/2020,3.0,$0.17,20.0
97,VIA,30,02/26/2015,05/31/2022,3.0,$0.18125,50.79034941763726
98,CSCO,37,07/01/2013,07/05/2022,3.0,$0.38,23.80952380952381
99,BAFN,1,05/31/2022,05/31/2022,3.0,$0.08,0.0
100,BKSC,36,07/03/2013,03/31/2022,2.9722222222222223,$0.17,76.9230769230769
101,PVH,2,03/10/2022,06/07/2022,3.5,$0.038,0.0
102,RICK,25,06/08/2016,06/14/2022,3.0,$0.05,33.33333333333334
103,HTBI,14,02/20/2019,05/18/2022,3.0,$0.09,16.666666666666686
104,SSNC,30,02/26/2015,05/31/2022,3.0,$0.20,25.0
105,FNWD,2,03/24/2022,06/23/2022,3.0,$0.31,0.0
106,WRB,35,11/29/2013,06/24/2022,3.0,$0.60,769.230769230769
107,WEYS,36,08/28/2013,05/26/2022,3.0,$0.24,5.555555555555557
108,UNTY,36,09/12/2013,06/09/2022,3.0,$0.11,100.0
109,CHD,35,11/06/2013,05/13/2022,3.0,$0.262,14.736842105263165
110,CPLP,60,11/05/2007,05/05/2022,2.95,$0.15,31499900.0
111,TRS,2,03/03/2022,05/04/2022,3.0,$0.04,0.0
112,CVX,35,11/14/2013,05/18/2022,3.0,$1.42,8.403361344537814
113,ZD,31,11/09/2011,05/17/2019,3.0,$0.455,3.3333333333333286
114,UMPQ,7,11/19/2020,05/13/2022,3.0,$0.21,0.0
115,ZBH,28,09/28/2015,06/24/2022,3.0357142857142856,$0.24,9.090909090909093
116,MBWM,39,02/06/2013,06/02/2022,2.948717948717949,$0.31,1566.6666666666667
117,BBSI,62,02/26/2007,05/19/2022,3.0,$0.30,38.46153846153845
118,FFWM,13,05/31/2019,05/05/2022,3.0,$0.11,40.0
119,UHS,5,06/01/2021,05/31/2022,2.8,$0.20,0.0
120,FDS,35,11/26/2013,05/27/2022,3.0,$0.89,14.285714285714278
121,SELF,25,06/15/2016,06/14/2022,3.0,$0.065,0.0
122,FSBC,3,10/08/2021,05/06/2022,3.3333333333333335,$0.15,0.0
123,EBIX,33,05/28/2014,06/02/2022,3.0303030303030303,$0.075,0.0
124,ACNB,57,05/28/2008,05/31/2022,3.0,$0.26,15.0
125,TSCO,49,05/13/2010,05/24/2022,2.979591836734694,$0.92,76.9230769230769
126,ALGT,22,03/02/2015,02/28/2020,2.8181818181818183,$0.70,450.0
127,FHB,22,02/23/2017,05/20/2022,3.0,$0.26,10.0
128,CCMP,24,06/21/2016,03/22/2022,3.0,$0.46,100.0
129,SBSI,64,08/29/2006,05/18/2022,3.0,$0.34,165.0
130,FBHS,35,11/26/2013,05/26/2022,3.0,$0.28,20.0
131,SIRI,22,02/03/2017,05/05/2022,3.0,$0.0219615,1138.3557589417846
132,AATC,4,08/20/2021,05/20/2022,3.0,$0.12,0.0
133,CATY,125,04/08/1991,05/26/2022,3.008,$0.34,400.0
134,ALOT,116,09/09/1991,03/25/2020,2.9827586206896552,$0.07,50.0
135,OXLCZ,3,06/14/2022,12/14/2022,3.0,$0.3125,15.384616804733753
136,XEL,45,06/21/2011,06/14/2022,3.0,$0.4875,7.142857142857139
137,A,36,09/27/2013,07/01/2022,3.0277777777777777,$0.21,15.0
138,AJG,35,12/02/2013,06/02/2022,3.0285714285714285,$0.51,6.666666666666657
139,TOWN,62,03/29/2007,06/29/2022,3.0,$0.23,15.0
140,SHEN,1,11/05/2021,11/05/2021,3.0,$0.07,-99.62666666666667
141,FITB,134,03/27/1989,06/29/2022,3.0,$0.30,500.0
142,BCBP,61,04/20/2007,04/29/2022,2.9836065573770494,$0.16,20.0
143,COWN,9,05/29/2020,05/31/2022,3.0,$0.12,100.0
144,AIMC,40,09/14/2012,06/16/2022,3.0,$0.09,50.0
145,VNOM,30,02/18/2015,05/11/2022,3.0,$0.67,233.33333333333337
146,PPL,36,09/06/2013,06/17/2022,3.0,$0.225,12.5
147,NUE,36,09/25/2013,06/29/2022,3.0,$0.50,23.456790123456784
148,LINC,16,03/11/2011,12/11/2014,3.0,$0.02,0.0
149,CASY,128,10/26/1990,07/29/2022,3.0,$0.38,40.0
150,EL,7,11/27/2020,05/27/2022,3.0,$0.60,13.20754716981132
151,VLGEA,66,03/28/2006,07/06/2022,3.015151515151515,$0.25,971.4285714285713
152,PCH,52,03/03/2010,06/02/2022,2.8846153846153846,$0.44,809.0909090909091
153,UTMD,72,09/14/2004,06/16/2022,3.0,$0.29,601.7543859649123
154,BLKB,60,05/11/2005,02/27/2020,3.0,$0.12,40.0
155,WAFD,133,03/29/1989,05/19/2022,3.0150375939849625,$0.24,185.71428571428567
156,UCBI,32,09/12/2014,06/14/2022,3.0,$0.21,66.66666666666669
157,UMBF,81,06/06/2002,06/09/2022,3.0,$0.37,15.625
158,SGC,7,11/13/2020,05/23/2022,3.0,$0.14,20.0
159,ADM,35,11/12/2013,05/17/2022,3.0,$0.40,26.315789473684205
160,LBC,17,05/04/2018,05/05/2022,3.0,$0.12,283.33333333333337
161,MBINO,11,12/12/2019,06/14/2022,3.0,$0.375,109.30193618244431
162,TCPC,40,09/12/2012,06/15/2022,3.0,$0.30,14.285714285714292
163,SOHON,2,09/30/2019,12/30/2019,3.0,$0.515625,23.28742557922675
164,OXSQL,20,09/14/2017,06/14/2022,3.0,$0.40625,15.384613199817963
165,RRBI,9,06/12/2020,06/10/2022,3.0,$0.07,16.666666666666686
166,FUNC,16,07/13/2018,04/14/2022,3.0,$0.15,44.44444444444446
167,USLM,34,05/28/2014,05/26/2022,2.911764705882353,$0.20,3862.9629629629626
168,NTIC,5,05/04/2021,05/03/2022,3.0,$0.07,7.692307692307708
169,SLRC,51,06/15/2010,06/22/2022,2.8823529411764706,$0.136667,76.47058823529412
170,AEIS,5,05/21/2021,05/20/2022,3.0,$0.10,0.0
171,FNHC,32,01/31/2013,11/13/2020,3.0,$0.09,50.0
172,FRST,42,05/10/2012,05/12/2022,2.9285714285714284,$0.10,375.0
173,QCRH,26,03/16/2016,06/16/2022,3.0,$0.06,25.0
174,EQR,36,09/19/2013,06/24/2022,3.0,$0.625,595.2380952380952
175,GLAD,233,12/27/2001,06/21/2022,1.055793991416309,$0.0675,16.66666666666667
176,RUTH,1,05/18/2022,05/18/2022,3.0,$0.14,16.666666666666686
177,FAT,5,06/11/2021,05/13/2022,2.6,$0.13,0.0
178,HAFC,35,12/05/2013,05/06/2022,3.0,$0.22,66.66666666666669
179,BJRI,9,03/12/2018,03/09/2020,3.111111111111111,$0.13,9.090909090909093
180,QIWI,3,06/21/2021,12/03/2021,2.6666666666666665,$0.30,36.363636363636374
181,BBY,36,09/06/2013,06/13/2022,3.0,$0.88,217.39130434782606
182,FMNB,95,03/10/1999,06/09/2022,2.968421052631579,$0.16,100.0
183,HMNF,1,05/16/2022,05/16/2022,3.0,$0.06,0.0
184,MLCO,25,05/21/2014,02/28/2020,2.8,$0.16512,3418.0327868852464
185,FARM,90,01/13/1989,01/26/2011,2.966666666666667,$0.06,20.0
186,VIRT,27,11/27/2015,05/31/2022,3.0,$0.24,0.0
187,METC,1,05/31/2022,05/31/2022,3.0,$0.1129,-1.4210854715202004e-14
188,ADSK,61,03/05/1990,03/22/2005,3.0,$0.015,20.0
189,ETN,10,04/13/2020,05/12/2022,2.6,$0.81,6.578947368421055
190,HBT,9,05/11/2020,05/09/2022,3.0,$0.16,6.666666666666671
191,BPOP,27,12/18/2015,06/01/2022,3.0,$0.55,66.66666666666669
192,AVT,35,11/29/2013,06/07/2022,3.0,$0.26,9.090909090909093
193,ASTL,1,06/24/2022,06/24/2022,4.0,$0.05,0.0
194,PLAY,5,12/24/2018,01/09/2020,3.2,$0.16,6.666666666666671
195,DMRC,8,08/08/2012,05/01/2014,3.0,$0.11,0.0
196,LMAT,45,05/18/2011,05/16/2022,2.977777777777778,$0.125,27.272727272727295
197,VLYPO,19,12/14/2017,06/14/2022,3.0,$0.34375,55.17225813441189
198,TCFC,38,03/14/2013,07/11/2022,3.0,$0.175,25.0
199,SYY,36,10/02/2013,06/30/2022,2.9722222222222223,$0.49,15.384615384615387
200,ESS,36,09/26/2013,06/29/2022,3.0,$2.20,11.111111111111114
201,SBUX,48,08/02/2010,05/12/2022,3.0208333333333335,$0.49,30.769230769230774
202,VBFC,2,03/03/2022,06/02/2022,3.5,$0.14,0.0
203,TECH,54,02/11/2009,05/13/2022,3.0185185185185186,$0.32,7.142857142857139
204,FRME,118,06/01/1993,06/02/2022,2.9745762711864407,$0.32,200.0
205,TTEK,32,08/13/2014,05/12/2022,3.0,$0.23,25.0
206,KBAL,134,03/17/1989,06/23/2022,3.0,$0.09,16.666666666666686
207,MKTX,51,02/12/2010,05/03/2022,2.9411764705882355,$0.70,1081.8181818181818
208,GRMN,25,12/12/2016,09/14/2022,2.88,$0.73,9.836065573770497
209,CLMT,39,08/02/2006,01/29/2016,3.0,$0.685,50.0
210,FSV,28,09/28/2015,06/29/2022,3.0,$0.2025,11.36363636363636
211,CHI,234,09/13/2002,06/10/2022,1.017094017094017,$0.095,303.1333333333333
212,BLMN,1,05/10/2022,05/10/2022,2.0,$0.14,0.0
213,BLK,36,11/29/2013,06/03/2022,2.9444444444444446,$4.88,4187.671232876713
214,PBIP,32,09/03/2014,06/06/2022,3.0,$0.07,900.0
215,TAIT,24,08/11/2016,05/12/2022,3.0,$0.145,222.22222222222217
216,CMS,35,10/30/2013,05/05/2022,3.0285714285714285,$0.46,7.419354838709694
217,UBFO,20,07/05/2017,04/05/2022,2.95,$0.11,40.0
218,OCSL,103,09/03/2009,06/14/2022,1.5242718446601942,$0.165,525.0
219,SNCRL,3,10/14/2021,04/13/2022,3.0,$0.523438,200.00028083581554
220,FLXS,135,03/06/1989,06/28/2022,2.977777777777778,$0.15,100.0
221,ADTN,75,10/29/2003,05/18/2022,3.013333333333333,$0.09,12.5
222,CWBC,31,11/06/2014,05/12/2022,3.032258064516129,$0.075,50.0
223,TRST,135,03/06/1989,06/02/2022,2.977777777777778,$0.35,399.99999999999994
224,GCBC,59,11/13/2007,05/12/2022,3.0,$0.13,114.2857142857143
225,FFIN,114,03/14/1994,06/15/2022,3.0,$0.17,16.66666666666667
226,EXPI,3,11/12/2021,05/13/2022,3.0,$0.04,0.0
227,PSA,35,12/11/2013,06/14/2022,3.0,$2.00,21.42857142857143
228,NWBI,109,04/25/1995,05/04/2022,3.0091743119266057,$0.20,391.3043478260869
229,EBMT,87,11/01/2000,05/12/2022,3.0,$0.125,42.85714285714283
230,DSGR,96,03/29/1989,06/29/2012,2.9375,$0.12,100.0
231,GS,35,11/27/2013,05/31/2022,3.0,$2.00,60.0
232,IDCC,46,04/04/2011,07/12/2022,3.0,$0.35,1500.0
233,BWA,35,10/30/2013,05/31/2022,3.0,$0.17,21.428571428571416
234,UDR,36,10/08/2013,07/08/2022,3.0,$0.38,10.63829787234043
235,MDLZ,82,03/13/2002,06/29/2022,3.0,$0.35,20.0
236,RMCF,66,11/28/2003,02/27/2020,3.0,$0.12,33.33333333333334
237,HROWL,2,01/13/2022,04/13/2022,3.0,$0.5390625,0.0
238,APOG,99,10/24/1997,05/09/2022,3.0,$0.22,13.63636363636364
239,VERU,17,04/21/2010,04/28/2014,3.0,$0.07,20.0
240,CTVA,11,11/27/2019,05/12/2022,3.090909090909091,$0.14,7.692307692307708
241,GNTX,75,01/06/2004,07/07/2022,3.0,$0.12,14.285714285714278
242,GLBS,1,05/23/2012,05/23/2012,2.0,$0.085,-46.875
243,AGNCM,13,06/28/2019,06/30/2022,3.0,$0.4296875,130.76664876476906
244,DE,36,09/26/2013,06/29/2022,3.0,$1.13,18.421052631578945
245,GLDD,20,02/14/2008,12/19/2012,3.05,$0.25,1090.4761904761904
246,BPYPO,10,02/28/2020,05/31/2022,3.0,$0.3984375,0.0
247,ATO,35,11/21/2013,05/20/2022,3.0,$0.68,9.523809523809504
248,FDUS,46,12/02/2011,06/09/2022,2.8043478260869565,$0.43,875.0
249,RFIL,39,12/29/2010,03/30/2020,2.923076923076923,$0.02,900.0
250,CFFI,97,06/26/1998,06/14/2022,3.0,$0.40,12.5
251,LVS,26,12/18/2013,03/17/2020,3.0,$0.79,42.85714285714286
252,STRT,26,12/11/2013,03/12/2020,3.0,$0.14,9.090909090909093
253,PAHC,31,12/01/2014,05/31/2022,3.0,$0.12,20.0
254,GPP,26,02/03/2016,05/05/2022,3.0,$0.445,262.5
255,FE,35,11/05/2013,05/05/2022,3.0,$0.39,5.555555555555557
256,REFI,1,06/29/2022,06/29/2022,3.0,$0.47,17.5
