,tick,num_streak,streak_start_date,streak_end_date,payout_period,lastest_amount,incremental_percentage,number_survive_proof,latest_survive_streak,number_survive_years
206,OTTR,135,11/08/1988,05/12/2022,2.977777777777778,0.4125,5.769230769230759,4,1988,34
207,IPGP,1,12/19/2012,12/19/2012,0.0,0.65,0.0,0,2012,10
208,HWKN,15,11/15/2018,06/02/2022,3.066666666666667,0.14,7.692307692307708,1,2018,33
209,FCCO,81,05/02/2002,05/02/2022,2.962962962962963,0.13,25.0,2,2002,20
210,FCAP,94,03/16/1999,06/15/2022,2.9680851063829787,0.26,25.0,3,1999,23
211,NXST,38,02/13/2013,05/12/2022,2.9210526315789473,0.9,28.571428571428584,1,2013,9
212,SPFI,12,07/23/2019,04/29/2022,2.75,0.11,66.66666666666669,1,2019,3
213,ATLO,83,07/30/2002,07/29/2022,2.9036144578313254,0.27,118.18181818181819,2,2002,24
214,UBFO,20,07/05/2017,04/05/2022,2.95,0.11,40.0,1,2017,24
215,FISI,92,09/15/1999,06/16/2022,2.967391304347826,0.29,25.0,3,1999,23
216,WETF,31,11/07/2014,05/10/2022,2.903225806451613,0.03,312.5,1,2014,8
217,OVBC,111,04/23/1996,05/27/2022,2.81981981981982,0.15,425.0,3,1996,26
218,SIMO,38,02/19/2013,05/11/2022,2.9210526315789473,0.5,50.0,1,2013,9
219,AGNCM,14,03/29/2019,06/30/2022,2.7857142857142856,0.4296875,130.76664876476906,1,2019,3
220,PFXNL,38,06/12/2013,09/14/2022,2.9210526315789473,0.382813,0.00013061224490229506,1,2013,9
221,WHLRD,9,09/28/2016,09/27/2018,2.6666666666666665,0.546875,800.8237232289949,0,2016,6
222,RAND,6,03/12/2021,05/31/2022,2.8333333333333335,0.15,40.0,0,2021,2
223,WMG,8,08/24/2020,05/20/2022,2.625,0.15,25.0,1,2020,2
224,DCOM,95,12/23/1998,07/15/2022,2.9789473684210526,0.24,215.0,3,1998,24
225,CAAS,1,06/24/2014,06/24/2014,0.0,0.18,0.0,0,2014,8
226,KHC,29,07/23/2015,05/26/2022,2.8275862068965516,0.4,4.545454545454518,1,2015,7
227,EQIX,30,05/22/2015,05/17/2022,2.8666666666666667,3.1,547.9289940828403,1,2015,8
228,WAFD,134,12/29/1988,05/19/2022,2.9925373134328357,0.24,185.71428571428567,4,1988,34
229,HTIA,11,01/02/2020,07/01/2022,2.727272727272727,0.4609375,328.5714418540302,1,2020,2
230,ATLC,1,12/29/2009,12/29/2009,0.0,0.5,0.0,0,2009,13
231,LSTR,39,02/13/2014,05/04/2022,2.58974358974359,0.25,1400.0,1,2014,17
232,CSWC,25,06/16/2016,06/14/2022,3.0,0.63,217.85714285714283,1,2016,34
233,ADI,52,08/25/2009,05/27/2022,3.0,0.76,20.0,1,2009,19
234,CVLY,9,04/27/2020,04/25/2022,3.0,0.15,30.0,1,2020,25
235,OFED,45,04/27/2011,05/11/2022,2.9555555555555557,0.1,0.0,1,2011,11
236,XBIT,1,07/15/2021,07/15/2021,0.0,2.5,0.0,0,2021,1
237,EVLMC,74,05/02/2016,01/03/2023,1.0,0.0,262.8205128205129,1,2016,0
238,MORN,47,12/29/2010,06/30/2022,2.9361702127659575,0.36,100.0,1,2010,12
239,PLUS,1,12/13/2012,12/13/2012,0.0,2.5,0.0,0,2012,10
240,CENX,25,09/16/1996,09/18/2002,2.88,0.05,0.0,1,1996,26
241,HOFT,85,08/15/2001,06/16/2022,2.976470588235294,0.2,25.0,3,2001,22
242,POWI,55,11/25/2008,05/27/2022,2.9454545454545453,0.18,100.0,2,2008,14
243,CCNE,95,11/25/1998,05/31/2022,2.968421052631579,0.175,61.53846153846152,3,1998,24
244,PLAY,6,09/24/2018,01/09/2020,2.6666666666666665,0.16,6.666666666666671,1,2018,4
245,FLIC,61,04/03/2007,03/15/2022,2.9836065573770494,0.2,20.0,2,2007,34
246,NEWTZ,4,07/14/2021,04/13/2022,2.25,0.34375,0.0,0,2021,0
247,LAMR,32,09/18/2014,06/16/2022,3.03125,1.2,50.0,1,2014,15
248,ANDE,63,12/28/2006,06/30/2022,3.0,0.18,63.15789473684211,2,2006,26
249,COLM,5,05/12/2021,05/18/2022,2.8,0.3,15.384615384615387,0,2021,16
250,NATI,76,07/31/2003,05/06/2022,2.973684210526316,0.28,42.85714285714283,2,2003,19
251,MRTN,48,08/26/2010,06/15/2022,2.9583333333333335,0.06,3000.0,1,2010,12
252,FCBC,53,07/09/2009,05/05/2022,2.9622641509433962,0.27,166.66666666666669,1,2009,24
253,MAT,27,02/22/2011,08/21/2017,2.962962962962963,0.15,34.78260869565216,0,2011,22
254,GLBS,1,05/23/2012,05/23/2012,2.0,0.085,-46.875,0,2012,12
255,VERU,18,01/27/2010,04/28/2014,2.8333333333333335,0.07,20.0,0,2010,12
256,CNOB,97,04/15/1998,05/13/2022,3.020618556701031,0.155,83.33333333333334,3,1998,26
257,OXSQ,105,03/11/2004,09/15/2022,2.1142857142857143,0.035,200.0,2,2004,18
258,RMBI,10,06/03/2020,06/01/2022,2.4,0.1,614.2857142857142,1,2020,2
259,PRPH,1,05/24/2022,05/24/2022,3.0,0.3,0.0,0,2022,4
260,SFNC,116,09/09/1993,06/14/2022,3.0,0.19,20.0,3,1993,34
261,CTSH,21,05/18/2017,05/19/2022,2.857142857142857,0.27,33.33333333333334,1,2017,5
262,MHLD,42,06/27/2008,09/28/2018,2.9285714285714284,0.05,22.22222222222223,1,2008,14
263,NBN,90,02/02/2000,05/03/2022,3.011111111111111,0.01,28.0,3,2000,34
264,ARCC,71,12/22/2004,06/14/2022,2.9577464788732395,0.45,25.0,2,2004,0
265,MGI,14,09/14/2004,12/12/2007,2.7857142857142856,0.05,300.0,0,2004,18
266,ZION,134,12/27/1988,05/18/2022,2.9925373134328357,0.38,300.0,4,1988,34
267,BKEP,41,05/02/2012,05/05/2022,3.0,0.425,899.9999999999999,1,2012,15
268,RNST,90,03/23/2000,06/15/2022,3.0,0.22,6.25,3,2000,29
269,CTAS,6,02/11/2021,05/13/2022,3.0,0.95,26.66666666666667,0,2021,33
270,WSBC,135,12/12/1988,06/09/2022,2.977777777777778,0.34,11.538461538461519,4,1988,34
271,OCCIN,14,12/22/2021,01/23/2023,0.9285714285714286,0.109375,30.434792978666763,0,2021,1
272,RTLPO,6,04/01/2021,07/01/2022,2.5,0.4609375,0.0,0,2021,1
273,BUSE,95,10/16/1998,04/21/2022,2.968421052631579,0.23,240.0,3,1998,24
274,CECE,25,09/13/2011,09/14/2017,2.88,0.075,40.0,0,2011,11
275,MATW,111,09/26/1994,05/06/2022,2.990990990990991,0.22,45.45454545454547,3,1994,28
276,NEPT,1,10/11/2012,10/11/2012,0.0,0.003416,0.0,0,2012,10
277,SBCF,4,09/14/2021,06/14/2022,3.0,0.17,30.769230769230774,0,2021,34
278,SVC,49,04/28/2010,04/22/2022,3.0,0.01,4.444444444444443,1,2010,22
279,BFC,15,12/20/2018,06/21/2022,2.8,0.22,138.0952380952381,1,2018,4
280,HON,84,08/16/2001,05/12/2022,2.9761904761904763,0.98,14.999999999999986,3,2001,0
281,UCBIO,8,08/28/2020,05/27/2022,2.625,0.4296875,0.0,1,2020,2
282,VRSK,14,03/14/2019,06/14/2022,2.7857142857142856,0.31,8.0,1,2019,3
283,RTL,32,08/09/2018,04/08/2022,1.375,0.2125,200.000141176537,1,2018,4
284,MCHP,44,08/16/2011,05/19/2022,3.0,0.276,9.090909090909093,1,2011,20
285,CHSCO,35,12/12/2013,06/16/2022,2.914285714285714,0.492188,0.0,1,2013,9
286,RBCAA,98,09/18/1998,06/16/2022,2.9081632653061225,0.341,566.6666666666667,3,1998,24
287,TESS,44,08/10/2009,02/11/2020,2.8636363636363638,0.02,316.6666666666667,1,2009,13
288,MNRO,36,08/15/2013,06/03/2022,3.0277777777777777,0.28,18.181818181818187,1,2013,17
289,WBA,88,08/16/2000,05/19/2022,2.965909090909091,0.4775,900.0,3,2000,22
290,VERY,1,12/09/2019,12/09/2019,0.0,6.25,0.0,0,2019,3
291,SKYW,90,12/29/1997,03/30/2020,3.0,0.14,60.0,3,1997,34
292,TCBIO,5,05/28/2021,05/31/2022,2.4,0.359375,0.0,0,2021,1
293,BBBY,16,06/15/2016,03/12/2020,2.8125,0.17,20.0,1,2016,6
294,KDP,51,12/17/2009,06/30/2022,2.9411764705882355,0.1875,17787.93103448276,1,2009,13
295,GAINN,8,04/14/2021,01/12/2023,2.625,0.3125,52.54237370870439,0,2021,1
296,ISSC,1,12/18/2020,12/18/2020,3.0,0.5,-23.07692307692308,1,2020,14
297,MGYR,2,02/09/2022,05/04/2022,3.0,0.03,0.0,0,2022,1
298,COST,77,05/06/2004,04/28/2022,2.792207792207792,0.9,2445.454545454545,2,2004,18
299,ROLL,1,05/28/2014,05/28/2014,0.0,2.0,0.0,0,2014,8
300,PFBC,31,01/02/2015,07/06/2022,3.0,0.43,26.66666666666667,1,2015,21
301,CFFI,98,03/19/1998,06/14/2022,2.9693877551020407,0.4,12.5,3,1998,24
302,OSW,1,01/09/2020,01/09/2020,0.0,0.04,0.0,1,2020,2
303,LCUT,9,10/30/2020,07/29/2022,2.6666666666666665,0.0425,-1.4210854715202004e-14,1,2020,25
304,MBCN,61,05/30/2007,06/02/2022,3.0163934426229506,0.17,31.25,2,2007,21
305,GLAD,234,12/26/2001,06/21/2022,1.0512820512820513,0.0675,16.66666666666667,3,2001,21
306,CRAI,23,11/16/2016,05/27/2022,2.869565217391304,0.31,21.428571428571416,1,2016,6
307,RCKY,37,05/23/2013,05/31/2022,2.918918918918919,0.155,16.666666666666686,1,2013,9
308,IPAR,5,06/14/2021,06/14/2022,3.0,0.5,100.0,0,2021,20
309,PECO,11,09/14/2021,07/14/2022,0.9090909090909091,0.09,5.882352941176464,0,2021,0
310,PTMN,62,04/03/2007,05/23/2022,2.9193548387096775,0.63,933.3333333333335,2,2007,15
311,NVEC,29,05/14/2015,05/13/2022,3.0344827586206895,1.0,0.0,1,2015,23
312,INTC,119,10/26/1992,05/05/2022,2.9831932773109244,0.365,100.0,3,1992,30
313,ATNI,91,12/29/1999,06/29/2022,3.0,0.17,16.666666666666686,3,1999,30
314,SBRA,45,05/12/2011,05/13/2022,2.933333333333333,0.3,44.51827537926033,1,2011,11
315,HIHO,2,11/01/2021,03/07/2022,3.0,0.05,0.0,0,2021,25
316,FCNCO,2,02/25/2022,05/27/2022,1.5,0.351563,0.0,0,2022,0
317,BGFV,9,11/30/2020,05/31/2022,2.3333333333333335,0.25,566.6666666666667,1,2020,18
318,WEYS,36,08/28/2013,05/26/2022,3.0,0.24,5.555555555555557,1,2013,34
319,RILYL,7,10/20/2020,04/18/2022,2.5714285714285716,0.4609375,57.89315931901481,1,2020,2
320,BPYPM,4,08/31/2021,05/31/2022,2.25,0.390625,42.87673738112656,0,2021,1
321,HCSG,75,10/29/2003,05/19/2022,2.986666666666667,0.2125,16.666666666666686,2,2003,33
322,FNWB,15,11/29/2018,05/12/2022,2.8,0.07,33.33333333333334,1,2018,4
323,HMNF,1,05/16/2022,05/16/2022,3.0,0.06,0.0,0,2022,24
324,TAST,1,08/24/2021,08/24/2021,0.0,0.41,0.0,0,2021,1
325,OLED,22,03/13/2017,06/15/2022,2.8636363636363638,0.3,100.0,1,2017,5
326,ODFL,22,03/02/2017,05/31/2022,2.8181818181818183,0.3,50.0,1,2017,5
327,HFWA,48,08/10/2011,05/03/2022,2.75,0.21,400.0,1,2011,24
328,VALU,136,12/05/1988,04/29/2022,2.9411764705882355,0.25,6900.0,4,1988,34
329,CASY,129,07/26/1990,07/29/2022,2.9767441860465116,0.38,40.0,4,1990,32
330,SGC,7,11/13/2020,05/23/2022,3.0,0.14,20.0,1,2020,23
331,WTBA,44,08/04/2011,05/10/2022,3.0,0.25,40.0,1,2011,0
332,RUSHB,15,11/06/2018,05/11/2022,3.0,0.19,28.571428571428555,1,2018,20
333,INDB,111,12/19/1994,06/24/2022,2.990990990990991,0.51,25.0,3,1994,34
334,PATK,10,03/06/2020,05/27/2022,2.9,0.33,17.857142857142847,1,2020,27
335,FLXS,136,12/15/1988,06/28/2022,2.9558823529411766,0.15,100.0,4,1988,34
336,HWCPZ,8,08/31/2020,05/31/2022,2.625,0.390625,0.0,1,2020,2
337,RGP,47,11/22/2010,05/10/2022,3.0,0.14,25.0,1,2010,15
338,SNFCA,1,09/09/1992,09/09/1992,0.0,0.1,0.0,0,1992,30
339,SBFG,37,05/08/2013,05/12/2022,2.972972972972973,0.12,20.0,1,2013,24
340,NWFL,87,01/11/2001,07/14/2022,3.0,0.28,17.647058823529406,3,2001,23
341,MRBK,9,08/07/2020,05/13/2022,2.3333333333333335,0.2,700.0,1,2020,2
342,SBUX,50,04/05/2010,08/11/2022,2.96,0.49,30.769230769230774,1,2010,12
343,FRAF,12,08/01/2019,05/05/2022,3.0,0.32,3.333333333333343,1,2019,24
344,MSVB,15,11/15/2018,05/12/2022,2.8,0.04,50.0,1,2018,4
345,OCCI,28,11/02/2018,06/10/2022,1.5357142857142858,0.55,199.88465974625143,1,2018,4
346,EML,91,11/23/1999,05/12/2022,2.967032967032967,0.11,177.77777777777777,3,1999,23
347,JKHY,75,11/14/2003,05/26/2022,2.986666666666667,0.49,53.84615384615384,2,2003,32
348,TCPC,41,06/13/2012,06/15/2022,2.926829268292683,0.3,14.285714285714292,1,2012,10
349,PINC,8,08/31/2020,05/31/2022,2.625,0.2,5.263157894736835,1,2020,2
350,PFIS,97,11/16/1998,05/27/2022,2.9072164948453607,0.39,2207.6923076923076,3,1998,24
351,JOAN,5,06/10/2021,06/09/2022,2.4,0.11,10.0,0,2021,1
352,TRIN,6,03/30/2021,06/29/2022,2.5,0.57,52.7777777777778,0,2021,1
353,FRBA,22,02/08/2017,05/12/2022,2.8636363636363638,0.06,100.0,1,2017,5
354,SBGI,46,02/25/2011,05/31/2022,3.0,0.25,666.6666666666666,1,2011,18
355,ZIONO,37,05/29/2013,05/31/2022,2.918918918918919,0.39375,1.1108571428571423,1,2013,9
356,ROST,5,06/07/2021,06/06/2022,3.0,0.31,8.771929824561411,0,2021,28
357,CASH,111,12/09/1994,06/08/2022,2.972972972972973,0.05,46.666666666666686,3,1994,28
358,MCBC,33,05/06/2014,05/11/2022,2.9696969696969697,0.08,50.0,1,2014,22
359,RILYT,7,04/14/2021,10/13/2022,2.5714285714285716,0.375,0.0,0,2021,1
360,CDK,31,11/26/2014,06/16/2022,2.935483870967742,0.15,12.5,1,2014,8
361,VCTR,12,09/09/2019,06/09/2022,2.75,0.25,47.05882352941177,1,2019,3
362,NRIM,109,04/13/1995,06/08/2022,2.9908256880733943,0.41,90.0,3,1995,27
363,ACGLN,5,09/14/2021,09/14/2022,2.4,0.284375,1.4210854715202004e-14,0,2021,1
364,ENSG,59,12/27/2007,06/29/2022,2.9491525423728815,0.055,12.5,2,2007,15
365,STRA,21,06/01/2017,05/26/2022,2.9523809523809526,0.6,100.0,1,2017,26
366,LSBK,63,11/10/2006,05/06/2022,2.9523809523809526,0.16,75.00000000000003,2,2006,16
367,ATAX,65,06/28/2006,06/29/2022,2.9692307692307693,0.57,418.18181818181813,2,2006,34
368,SIGI,135,11/08/1988,05/13/2022,2.977777777777778,0.28,15.78947368421052,4,1988,34
369,VABK,5,06/10/2021,06/09/2022,2.4,0.3,0.0,0,2021,1
370,EZPW,7,08/07/1998,02/04/2000,2.5714285714285716,0.0125,0.0,0,1998,24
371,PLPC,36,09/27/2013,06/30/2022,3.0,0.2,0.0,1,2013,24
372,VBFC,3,11/05/2021,06/02/2022,2.3333333333333335,0.14,0.0,0,2021,1
373,SPPI,1,12/18/2012,12/18/2012,0.0,0.15,0.0,0,2012,10
374,JBHT,36,07/31/2013,05/12/2022,3.0,0.4,33.33333333333334,1,2013,34
375,HEES,31,11/20/2014,05/26/2022,3.0,0.275,10.000000000000014,1,2014,10
376,DWSN,1,12/13/2012,12/13/2012,0.0,0.15,0.0,0,2012,10
377,PAA,72,07/30/2004,04/28/2022,3.0,0.2175,20.833333333333343,2,2004,22
378,RRR,2,03/14/2022,06/15/2022,3.5,0.25,0.0,0,2022,6
379,NXPI,16,09/24/2018,06/14/2022,2.8125,0.845,50.22222222222223,1,2018,4
380,MRVL,41,06/19/2012,07/07/2022,2.951219512195122,0.06,0.0,1,2012,10
381,VIRT,28,08/28/2015,05/31/2022,2.892857142857143,0.24,0.0,1,2015,7
382,CGNX,29,09/02/2015,05/19/2022,2.8620689655172415,0.065,3233.3333333333335,1,2015,19
383,ACTG,11,05/01/2013,11/04/2015,2.727272727272727,0.125,0.0,0,2013,9
384,MKTX,52,11/06/2009,05/03/2022,2.8846153846153846,0.7,1081.8181818181818,1,2009,13
385,CMTL,48,10/20/2010,07/19/2022,2.9375,0.1,10.000000000000014,1,2010,12
386,FCNCA,125,06/18/1991,05/27/2022,2.992,0.47,25.0,3,1991,34
387,MPWR,32,09/26/2014,06/29/2022,3.0,0.75,50.0,1,2014,10
388,MCBS,11,10/31/2019,05/03/2022,2.8181818181818183,0.15,20.0,1,2019,3
389,EWBC,94,02/18/1999,04/29/2022,2.9574468085106385,0.4,400.0,3,1999,23
390,DAKT,27,09/04/2013,03/06/2020,3.037037037037037,0.05,11.111111111111114,1,2013,17
391,UCBI,32,09/12/2014,06/14/2022,3.0,0.21,66.66666666666669,1,2014,20
392,GSM,1,09/04/2018,09/04/2018,3.0,0.06,0.0,0,2018,6
393,FIBK,37,08/01/2013,05/09/2022,2.918918918918919,0.41,76.47058823529412,1,2013,12
394,CHX,2,04/07/2022,06/30/2022,1.0,0.075,0.0,0,2022,0
395,UNTY,36,09/12/2013,06/09/2022,3.0,0.11,100.0,1,2013,24
396,METCL,4,01/13/2022,10/13/2022,2.25,0.5625,0.0,0,2022,0
397,NYMTN,8,09/30/2020,06/30/2022,3.0,0.5,0.0,1,2020,5
398,GROW,187,03/15/2007,09/09/2022,0.9946524064171123,0.0075,100.0,2,2007,15
399,DMRC,9,05/09/2012,05/01/2014,2.6666666666666665,0.11,0.0,0,2012,10
400,PFG,42,03/08/2012,06/01/2022,3.0238095238095237,0.64,16.66666666666667,1,2012,20
401,LPLA,41,05/11/2012,06/08/2022,2.951219512195122,0.25,40.74074074074073,1,2012,10
402,NTIC,5,05/04/2021,05/03/2022,3.0,0.07,7.692307692307708,0,2021,23
403,OPBK,14,02/06/2019,05/11/2022,2.7857142857142856,0.1,42.85714285714283,1,2019,3
404,NTAP,37,07/09/2013,07/07/2022,2.918918918918919,0.5,100.0,1,2013,9
405,OXLCZ,4,03/14/2022,12/14/2022,2.25,0.3125,15.384616804733753,0,2022,0
406,FTAI,28,08/19/2015,05/12/2022,2.892857142857143,0.33,120.0,1,2015,7
407,AUBN,103,12/06/1996,06/09/2022,3.0,0.265,66.66666666666669,3,1996,27
408,DHIL,6,03/10/2021,06/01/2022,3.1666666666666665,1.5,1900.0,0,2021,14
409,RILYG,4,01/13/2022,10/13/2022,2.25,0.3125,57.89471024931197,0,2022,0
410,NCTY,1,01/29/2009,01/29/2009,0.0,1.07,0.0,0,2009,13
411,GIGM,1,04/01/2002,04/01/2002,0.0,2.0,0.0,0,2002,20
412,TSBK,37,05/08/2013,05/12/2022,3.0,0.22,76.9230769230769,1,2013,24
413,FNWD,3,12/28/2021,06/23/2022,2.0,0.31,0.0,0,2021,1
414,JACK,7,12/01/2020,06/06/2022,3.142857142857143,0.44,10.0,1,2020,8
415,XPER,41,05/22/2012,05/27/2022,2.926829268292683,0.05,520.0,1,2012,10
416,RUTH,1,05/18/2022,05/18/2022,3.0,0.14,16.666666666666686,0,2022,9
417,TER,33,05/07/2014,05/24/2022,2.909090909090909,0.11,28.571428571428555,1,2014,8
418,NTRS,135,12/05/1988,06/09/2022,2.977777777777778,0.7,30.952380952380963,4,1988,34
419,ASTL,2,02/25/2022,06/24/2022,2.0,0.05,0.0,0,2022,0
420,SLRC,52,03/16/2010,06/22/2022,2.826923076923077,0.136667,76.47058823529412,1,2010,12
421,MLVF,10,09/26/2008,12/29/2010,2.7,0.03,0.0,1,2008,14
422,DSGR,97,12/27/1988,06/29/2012,2.9072164948453607,0.12,100.0,3,1988,34
423,LMAT,46,03/18/2011,05/16/2022,2.9130434782608696,0.125,27.272727272727295,1,2011,11
424,SBT,9,02/13/2018,02/20/2020,2.6666666666666665,0.01,0.0,1,2018,4
425,GWRS,75,05/13/2016,07/14/2022,0.9866666666666667,0.02458,9.999999999999986,1,2016,6
426,ACGLO,20,12/14/2017,09/14/2022,2.85,0.340625,0.0,1,2017,5
427,HROWL,3,10/14/2021,04/13/2022,2.0,0.5390625,0.0,0,2021,1
428,OCFC,100,07/24/1997,05/06/2022,2.98,0.17,26.66666666666667,3,1997,25
429,GT,25,01/29/2014,01/31/2020,3.0,0.16,42.85714285714283,1,2014,22
430,ALRS,12,09/19/2019,06/16/2022,2.75,0.18,12.5,1,2019,3
431,CXDO,2,02/17/2022,05/26/2022,1.5,0.005,0.0,0,2022,0
432,NFE,8,09/03/2020,06/13/2022,2.625,0.1,0.0,1,2020,2
433,HMST,9,05/01/2020,05/09/2022,3.0,0.35,66.66666666666669,1,2020,9
434,WINA,50,05/10/2010,05/10/2022,2.88,0.7,16666.666666666668,1,2010,12
435,GIPR,12,10/14/2021,09/14/2022,0.9166666666666666,0.054,1.4210854715202004e-14,0,2021,1
436,LOAN,37,08/13/2013,07/07/2022,2.972972972972973,0.125,250.00000000000006,1,2013,19
437,SELF,26,03/11/2016,06/14/2022,2.8846153846153846,0.065,0.0,1,2016,6
438,BHFAL,15,11/29/2018,05/31/2022,2.8,0.390625,0.0,1,2018,4
439,OP,2,03/31/2022,06/13/2022,1.5,0.01,0.0,0,2022,0
440,CTG,15,03/20/2013,09/22/2016,2.8,0.06,20.0,0,2013,9
441,SSP,11,06/14/2018,12/14/2020,3.090909090909091,0.05,0.0,1,2018,22
442,UBCP,61,05/23/2007,06/09/2022,3.0,0.155,101.66666666666669,2,2007,29
443,WTW,78,03/27/2003,06/29/2022,2.9615384615384617,0.82,54.83870967741936,2,2003,19
444,AVGO,47,12/13/2010,06/21/2022,2.9361702127659575,4.1,100.0,1,2010,12
445,GOODN,33,10/21/2019,06/21/2022,0.9696969696969697,0.138021,7.143356181929704,1,2019,3
446,COLB,71,11/08/2004,05/03/2022,3.0,0.3,200.0,2,2004,19
447,TW,13,05/30/2019,05/31/2022,2.769230769230769,0.08,0.0,1,2019,3
448,NWBI,110,01/25/1995,05/04/2022,2.981818181818182,0.2,391.3043478260869,3,1995,27
449,PNBK,9,11/08/2017,12/06/2019,3.2222222222222223,0.01,0.0,0,2017,0
450,RUSHA,16,08/07/2018,05/11/2022,2.8125,0.19,28.571428571428555,1,2018,4
451,MACK,1,12/13/2019,12/13/2019,3.0,0.5,-66.5926136268729,0,2019,5
452,PANL,5,05/28/2021,05/31/2022,3.0,0.075,75.00000000000003,0,2021,3
453,CIZN,91,12/13/1999,06/15/2022,2.967032967032967,0.24,25.0,3,1999,23
454,CGO,195,12/28/2005,06/10/2022,1.0153846153846153,0.1,56.099999999999994,2,2005,0
455,EXPE,43,03/09/2010,03/09/2020,2.7906976744186047,0.34,2328.5714285714284,1,2010,12
456,JOUT,35,01/07/2014,07/13/2022,3.0,0.3,42.85714285714286,1,2014,15
457,MRCC,39,12/12/2012,06/14/2022,2.923076923076923,0.25,2.941176470588232,1,2012,10
458,COWNL,18,08/30/2018,11/30/2022,2.8333333333333335,0.484375,0.0,1,2018,4
459,TTSH,1,11/18/2021,11/18/2021,0.0,0.65,0.0,0,2021,1
460,ALT,1,02/06/2017,05/05/2017,0.0,0.0,0.0,0,2017,5
461,KZIA,1,01/28/2013,01/28/2013,0.0,4.0928,0.0,0,2013,9
462,UBOH,38,06/05/2013,05/27/2022,2.8947368421052633,0.21,100.0,1,2013,23
463,SHEN,1,11/05/2021,11/05/2021,3.0,0.07,-99.62666666666667,0,2021,22
464,STRT,26,12/11/2013,03/12/2020,3.0,0.14,9.090909090909093,1,2013,15
465,ICFI,18,03/28/2018,06/09/2022,2.8333333333333335,0.14,0.0,1,2018,4
466,TBNK,63,02/17/2010,05/11/2022,2.3333333333333335,0.23,130.0,1,2010,12
467,LECO,87,12/27/2000,06/29/2022,2.9655172413793105,0.56,26.08695652173911,3,2000,27
468,CSCO,37,07/01/2013,07/05/2022,3.0,0.38,23.80952380952381,1,2013,11
469,DORM,1,12/13/2012,12/13/2012,0.0,1.5,0.0,0,2012,10
470,PTRS,9,06/25/2020,05/10/2022,2.5555555555555554,0.025,0.0,1,2020,2
471,CBTX,19,12/29/2017,06/28/2022,2.8421052631578947,0.13,100.0,1,2017,5
472,NHTC,10,02/24/2020,05/16/2022,3.0,0.2,0.0,1,2020,7
473,CBRL,4,10/21/2021,07/14/2022,3.0,1.3,30.0,0,2021,34
474,HONE,9,07/13/2020,07/12/2022,2.6666666666666665,0.07,66.66666666666669,1,2020,2
475,JSM,1,06/13/2022,06/13/2022,3.0,0.375,0.0,0,2022,0
476,LRCX,33,06/09/2014,06/14/2022,2.909090909090909,1.5,120.00000000000003,1,2014,8
477,INDT,4,09/15/2021,06/29/2022,3.0,0.16,6.666666666666671,0,2021,15
478,VBNK,4,09/30/2021,07/07/2022,2.5,0.025,24.85547978215216,0,2021,1
479,EBC,6,03/02/2021,06/02/2022,2.5,0.1,33.33333333333334,0,2021,1
480,BOKF,69,05/11/2005,05/10/2022,2.9565217391304346,0.53,263.1578947368421,2,2005,17
481,OFSSH,3,01/13/2022,07/14/2022,2.0,0.309375,0.0,0,2022,0
482,FBIZ,67,12/28/2005,05/06/2022,2.9402985074626864,0.1975,100.0,2,2005,0
483,PFXNZ,1,04/13/2022,04/13/2022,0.0,0.328125,0.0,0,2022,0
484,TACT,29,11/19/2012,11/19/2019,2.896551724137931,0.09,16.666666666666686,0,2012,10
485,BHFAN,6,03/09/2021,06/09/2022,2.5,0.3359375,0.0,0,2021,1
486,NWL,88,08/17/2000,05/27/2022,2.965909090909091,0.23,60.0,3,2000,22
487,ARLP,4,08/05/2021,05/05/2022,3.0,0.35,100.0,0,2021,23
488,MNSB,2,02/02/2022,05/04/2022,1.5,0.05,0.0,0,2022,0
489,BWMX,9,05/28/2020,05/11/2022,2.6666666666666665,0.4582,227.033878773911,1,2020,2
490,HAPP,1,08/07/2020,08/07/2020,0.0,0.015,0.0,1,2020,2
491,PRTK,2,06/04/2014,10/31/2014,2.0,0.6674,0.0,0,2014,8
492,DOOO,6,04/01/2021,06/29/2022,3.0,0.12418,26.020391058698266,0,2021,4
493,FFBC,84,09/05/2001,05/31/2022,3.0,0.23,125.0,3,2001,33
494,RPRX,8,09/14/2020,05/19/2022,2.5,0.19,13.333333333333343,1,2020,2
495,SLGN,19,11/30/2017,05/31/2022,3.0,0.16,16.666666666666686,1,2017,18
496,AGNCO,11,12/30/2019,06/30/2022,2.727272727272727,0.40625,0.0,1,2019,3
497,WHLR,55,12/27/2012,12/27/2017,1.0909090909090908,0.34,1842.8571428571427,0,2012,10
498,HOPE,38,02/06/2013,04/27/2022,3.0,0.14,50.0,1,2013,21
499,SHOO,5,06/14/2021,06/10/2022,3.0,0.21,40.0,0,2021,17
500,AAL,23,07/31/2014,02/04/2020,2.9130434782608696,0.1,0.0,1,2014,8
501,CME,89,03/06/2003,06/09/2022,2.595505617977528,1.0,480.0,2,2003,19
502,LMNR,48,09/02/2010,07/08/2022,3.0208333333333335,0.075,20.0,1,2010,0
503,TOWN,62,03/29/2007,06/29/2022,3.0,0.23,15.0,2,2007,19
504,CWCO,84,09/26/2001,06/30/2022,3.0,0.085,15.384615384615387,3,2001,25
505,SHYF,8,08/17/2020,05/16/2022,3.0,0.05,100.0,1,2020,33
506,ESLT,17,06/15/2018,06/24/2022,2.9411764705882355,0.5,25.714285714285722,1,2018,0
